icao,iata,name,city,country,latitude,longitude,timezone
ZLLN,LNL,Longnan Cheng Xian Airport,,China,33.787998,105.796997,
YLRE,LRE,Longreach Airport,,Australia,-23.434099,144.280197,
KGGG,GGG,Longview East Texas Regional Airport,,United States,32.38401,-94.711403,
ZSLD,LCX,Longyan Guanzhishan Airport,,China,25.6747,116.747002,
ENSB,LYR,Longyearbyen Svalbard Airport,,Norway,78.246109,15.46555,
NVSO,LNE,Lonorore Airport,,Vanuatu,-15.865438,168.171783,
YLHI,LDH,Lord Howe Island Airport,,Australia,-31.540808,159.078156,
AYMO,MAS,Lorengau Momote Airport,,Papua New Guinea,-2.06189,147.423996,
MMLT,LTO,Loreto International Airport,,Mexico,25.989189,-111.348,
LFRH,LRT,Lorient South Brittany Airport,,France,47.760529,-3.43995,
KLAX,LAX,Los Angeles International Airport,,United States,33.94252,-118.406998,
SCGE,LSQ,Los Angeles Maria Dolores Airport,,Chile,-37.401836,-72.425529,
KWHP,WHP,Los Angeles Whiteman Airport,,United States,34.259323,-118.413429,
KLSN,LSN,Los Banos Airport,,United States,37.06266,-120.869095,
MMLM,LMM,Los Mochis International Airport,,Mexico,25.68519,-109.080002,
SVRS,LRV,Los Roques Airport,,Venezuela,11.95,-66.669998,
LDLO,LSZ,Losinj Airport,,Croatia,44.5658,14.3931,
KLKU,LOW,Louisa County Airport,,United States,38.009941,-77.969009,
KLHZ,LFN,Louisburg Triangle North Executive Airport,,United States,36.0233,-78.330299,
KLOU,LOU,Louisville Bowman Field Airport,,United States,38.228001,-85.663696,
KJVY,QSV,Louisville Clark Regional Airport,,United States,38.366142,-85.737885,
KSDF,SDF,Louisville International Airport,,United States,38.17408,-85.736397,
KLMS,LMS,Louisville Winston County Airport,,United States,33.146198,-89.0625,
CYBX,YBX,Lourdes-de-Blanc-Sablon Airport,,Canada,51.439999,-57.18,
HKLY,LOY,Loyangalani Airport,,Kenya,2.763331,36.718456,
FNBJ,NBJ,Luanda Dr Antonio Agostinho Neto Airport,,Angola,-9.053644,13.495178,
FNLU,LAD,Luanda Quatro de Fevereiro Airport,,Angola,-8.859176,13.232758,
VLLN,LXG,Luang Namtha Airport,,Laos,21.049999,101.466667,
VLLB,LPQ,Luang Prabang International Airport,,Laos,19.897909,102.160698,
FNUB,SDD,Lubango Airport,,Angola,-14.9247,13.57502,
KLBB,LBB,Lubbock Preston Smith International Airport,,United States,33.663631,-101.821999,
EDHL,LBC,Lubeck Airport,,Germany,53.805359,10.71922,
EPLU,QPL,Lubin Airport,,Poland,51.422951,16.196295,
EPLB,LUZ,Lublin Airport,,Poland,51.240002,22.713333,
WIPB,LLJ,Lubuklinggau Silampari Airport,,Indonesia,-3.284167,102.91333,
FZQA,FBM,Lubumbashi International Airport,,Democratic Republic Of The Congo,-11.5913,27.53088,
LIQL,LCV,Lucca Tassignano Airport,,Italy,43.828201,10.5781,
LZLU,LUE,Lucenec Airport,,Slovakia,48.33987,19.735929,
VILK,LKO,Lucknow Chaudhary Charan Singh Airport,,India,26.76059,80.889328,
FYLZ,LUD,Luderitz Airport,,Namibia,-26.6873,15.24286,
VILD,LUH,Ludhiana Sahnewal Airport,,India,30.854679,75.952591,
KLDM,LDM,Ludington Mason County Airport,,United States,43.962502,-86.407776,
FNUE,LUO,Luena Airport,,Angola,-11.767454,19.894024,
KLFK,LFK,Lufkin Angelina County Airport,,United States,31.234011,-94.75,
LSZA,LUG,Lugano Airport,,Switzerland,46.004269,8.910578,
NVSS,SON,Luganville Santo-Pekoa International Airport,,Vanuatu,-15.5057,167.221298,
HCMJ,LGX,Lugh Ganane Airport,,Somalia,3.811793,42.545841,
VNLK,LUA,Lukla Tenzing Hillary Airport,,Nepal,27.687771,86.731377,
ESPA,LLA,Lulea Airport,,Sweden,65.543747,22.121981,
KLBT,LBT,Lumberton Municipal Airport,,United States,34.61404,-79.060112,
ZHLY,LYA,Luoyang Beijiao Airport,,China,34.741112,112.388298,
LSZF,QYP,Lupfig Birrfeld Airport,,Switzerland,47.443657,8.233995,
FLKK,LUN,Lusaka Kenneth Kaunda International Airport,,Zambia,-15.3308,28.45262,
CYLK,YSG,Lutselke Airport,,Canada,62.41824,-110.682129,
WAFW,LUW,Luwuk Bubung Airport,,Indonesia,-1.03891,122.771896,
ELLX,LUX,Luxembourg Findel Airport,,Luxembourg,49.623329,6.204444,
HELX,LXR,Luxor International Airport,,Egypt,25.671021,32.706581,
ZULZ,LZO,Luzhou Yunlong Airport,,China,29.030001,105.470001,
UKLL,LWO,Lviv Danylo Halytskyi International Airport,,Ukraine,49.8125,23.95611,
ESNL,LYC,Lycksele Airport,,Sweden,64.548317,18.716209,
EGMD,LYX,Lydd Ashford Airport,,United Kingdom,50.956108,0.939167,
KLYH,LYH,Lynchburg Regional Airport,,United States,37.325378,-79.200401,
CYYL,YYL,Lynn Lake Airport,,Canada,56.86388,-101.075996,
LFLY,LYN,Lyon Bron Airport,,France,45.729511,4.938844,
LFLL,LYS,Lyon Saint Exupery Airport,,France,45.719643,5.089108,
ZBLL,LLV,Lyuliang Airport,,China,37.6833,111.142776,
VRDA,NMF,Maafaru International Airport,,Maldives,5.822222,73.474724,
VRMV,VAM,Maamigili Villa International Airport,,Maldives,3.47,72.830002,
HKOM,ANA,Maasai Mara Angama Airport,,Kenya,-1.271581,34.955269,
HKKE,KEU,Maasai Mara Keekorok Airport,,Kenya,-1.586377,35.257462,
HKTB,KTJ,Maasai Mara Kichwa Tembo Airport,,Kenya,-1.263508,35.027596,
HKMZ,MDR,Maasai Mara Musiara Airport,,Kenya,-1.298636,35.063873,
HKMF,HKR,Maasai Mara North Airport,,Kenya,-1.145556,35.124722,
HKOK,OLX,Maasai Mara Ol Kiombo Airport,,Kenya,-1.408695,35.109913,
HKMS,MRE,Maasai Mara Serena Airport,,Kenya,-1.404953,35.008293,
EHBK,MST,Maastricht Aachen Airport,,Netherlands,50.911652,5.770144,
VRQM,RUL,Maavaarulaa Airport,,Maldives,0.336667,73.511391,
YMAA,UBB,Mabuiag Island Airport,,Australia,-9.950275,142.195282,
SBME,MEA,Macae Airport,,Brazil,-22.341843,-41.76405,
SBMQ,MCP,Macapa International Airport,,Brazil,0.050664,-51.072102,
VMMC,MFM,Macau International Airport,,Macao,22.149549,113.591499,
SBMO,MCZ,Maceio Zumbi dos Palmares International Airport,,Brazil,-9.5108,-35.791599,
YBMK,MKY,Mackay Airport,,Australia,-21.1716,149.179703,
KMCD,MCD,Mackinac Island Airport,,United States,45.866669,-84.633331,
KMQB,MQB,Macomb Municipal Airport,,United States,40.519688,-90.651581,
LFLM,QFL,Macon Charnay Airport,,France,46.295876,4.795879,
KMAC,MAC,Macon Downtown Airport,,United States,32.822266,-83.562706,
KMCN,MCN,Macon Middle Georgia Regional Airport,,United States,32.692848,-83.6492,
AYMD,MAG,Madang Airport,,Papua New Guinea,-5.20708,145.788696,
KMAE,MAE,Madera Municipal Airport,,United States,36.989124,-120.113167,
KMBO,DXE,Madison Bruce Campbell Field Airport,,United States,32.441071,-90.104126,
KMSN,MSN,Madison Dane County Regional Airport,,United States,43.139851,-89.337502,
KIMS,IMS,Madison Municipal Airport,,United States,38.759998,-85.464722,
VRGD,LMV,Madivaru Airport,,Maldives,5.457688,73.370255,
LEMD,MAD,Madrid Barajas Airport,,Spain,40.488701,-3.57,
LECU,QYU,Madrid Cuatro Vientos Airport,,Spain,40.370556,-3.785,
LEGT,QYM,Madrid Getafe Airport,,Spain,40.296906,-3.719975,
LETO,TOJ,Madrid Torrejon Airport,,Spain,40.498768,-3.439534,
VOMD,IXM,Madurai Airport,,India,9.834508,78.093369,
VTCH,HGN,Mae Hong Son Airport,,Thailand,19.301661,97.974998,
VTPM,MAQ,Mae Sot Airport,,Thailand,16.700369,98.544533,
HTMA,MFA,Mafia Airport,,Tanzania,-7.9175,39.668331,
UHMM,GDX,Magadan Sokol Airport,,Russia,59.91098,150.720398,
SKMG,MGN,Magangue Baracoa Regional Airport,,Colombia,9.284739,-74.846001,
URMS,IGT,Magas Airport,,Russia,43.3223,45.0126,
EDBM,QRM,Magdeburg City Airport,,Germany,52.073658,11.62684,
USCM,MQF,Magnitogorsk International Airport,,Russia,53.393131,58.755661,
KAGO,AGO,Magnolia Municipal Airport,,United States,33.227787,-93.217003,
VYMW,MWQ,Magway Airport,,Myanmar (Burma),20.153675,94.968651,
FMNM,MJN,Mahajanga Amborovy Airport,,Madagascar,-15.6671,46.351822,
VNMN,XMG,Mahendranagar Airport,,Nepal,28.960047,80.147858,
FAMM,MBD,Mahikeng Mmabatho Airport,,South Africa,-25.798401,25.548,
LEMH,MAH,Mahon Menorca Airport,,Spain,39.862591,4.218647,
OIAM,MRX,Mahshahr Airport,,Iran,30.55619,49.151871,
NGMA,MNK,Maiana Airport,,Kiribati,1.003718,173.031326,
SKLM,MCJ,Maicao La Mina Airport,,Colombia,11.2325,-72.490097,
DNMA,MIU,Maiduguri International Airport,,Nigeria,11.85534,13.08095,
EDFZ,QEZ,Mainz Finthen Airport,,Germany,49.967499,8.147222,
GVMA,MMO,Maio Airport,,Cape Verde,15.15592,-23.213699,
YMND,MTL,Maitland Airport,,Australia,-32.7033,151.488007,
WICA,KJT,Majalengka Kertajati International Airport,,Indonesia,-6.644958,108.163513,
PKMJ,MAJ,Majuro Marshall Islands International Airport,,Marshall Islands,7.06498,171.272003,
WAAA,UPG,Makassar Sultan Hasanuddin International Airport,,Indonesia,-5.06381,119.556488,
NTGM,MKP,Makemo Airport,,French Polynesia,-16.5839,-143.658005,
URML,MCX,Makhachkala Uytash Airport,,Russia,42.816818,47.65229,
NGMN,MTK,Makin Airport,,Kiribati,3.374444,172.992203,
CYFT,YMN,Makkovik Airport,,Canada,55.077221,-59.187778,
OITU,IMQ,Maku International Airport,,Iran,39.192501,44.925278,
DNMK,MDI,Makurdi Airport,,Nigeria,7.703883,8.613832,
FAMD,AAM,Mala Mala Airport,,South Africa,-24.817514,31.54468,
FGSL,SSG,Malabo International Airport,,Equatorial Guinea,3.755267,8.708717,
WMKM,MKZ,Malacca International Airport,,Malaysia,2.263361,102.251503,
LEMG,AGP,Malaga Costa Del Sol Airport,,Spain,36.680042,-4.495945,
HSSM,MAK,Malakal International Airport,,South Sudan,9.558969,31.652241,
WARA,MLG,Malang Abdul Rachman Saleh Airport,,Indonesia,-7.92655,112.7145,
SAMM,LGS,Malargue Airport,,Argentina,-35.4935,-69.574203,
LTAT,MLX,Malatya Erhac Airport,,Turkey,38.435341,38.091,
KMAW,MAW,Malden Regional Airport,,United States,36.600601,-89.992203,
VRMM,MLE,Male Velana International Airport,,Maldives,4.191833,73.529121,
WPMN,MPT,Maliana Airport,,Timor-Leste (East Timor),-8.972443,125.215385,
WALM,LNU,Malinau Kolonel RA Bessing Airport,,Indonesia,3.576389,116.618332,
HKML,MYD,Malindi Airport,,Kenya,-3.2293,40.101662,
YMCO,XMC,Mallacoota Airport,,Australia,-37.599388,149.721115,
ESMS,MMX,Malmo Airport,,Sweden,55.53019,13.37163,
NFFO,PTF,Malolo Lailai Airport,,Fiji,-17.777901,177.196701,
LMML,MLA,Malta Luqa International Airport,,Malta,35.857491,14.4775,
RPMH,CGM,Mambajao Camiguin Airport,,Philippines,9.253611,124.706947,
RPUM,MBO,Mamburao Airport,,Philippines,13.20809,120.605301,
KMMH,MMH,Mammoth Yosemite Airport,,United States,37.624992,-118.842377,
WAFJ,MJU,Mamuju Tampa Padang Airport,,Indonesia,-2.586667,119.029167,
DIMN,MJC,Man Airport,,Ivory Coast,7.271154,-7.587446,
NFMA,MNF,Mana Island Airport,,Fiji,-17.670626,177.093765,
WAMM,MDC,Manado Sam Ratulangi International Airport,,Indonesia,1.549447,124.925797,
MNMG,MGA,Managua Augusto C. Sandino International Airport,,Nicaragua,12.14149,-86.168098,
KHEF,MNZ,Manassas Regional Airport,,United States,38.721943,-77.518059,
SBEG,MAO,Manaus Eduardo Gomes International Airport,,Brazil,-3.03861,-60.049702,
SBMN,PLL,Manaus Ponta Pelada Airport,,Brazil,-3.14604,-59.986301,
EGCC,MAN,Manchester Airport,,United Kingdom,53.353741,-2.27495,
EGCB,QGC,Manchester Barton Airport,,United Kingdom,53.471836,-2.388732,
KMHT,MHT,Manchester Boston Regional Airport,,United States,42.9328,-71.435699,
VYCZ,VBC,Mandalay Chanmyathazi Airport,,Myanmar (Burma),21.940538,96.089584,
VYMD,MDL,Mandalay International Airport,,Myanmar (Burma),21.70215,95.977921,
VOML,IXE,Mangaluru International Airport,,India,12.955112,74.887695,
MYAB,MAY,Mangrove Cay Clarence A. Bain Airport,,Bahamas,24.287701,-77.684601,
ZPLX,LUM,Mangshi Airport,,China,24.405279,98.531898,
KMHK,MHK,Manhattan Regional Airport,,United States,39.140968,-96.670799,
SNJM,JMA,Manhuacu Airport,,Brazil,-20.259501,-42.183952,
SBMY,MNX,Manicore Airport,,Brazil,-5.81138,-61.278301,
NTGI,XMH,Manihi Airport,,French Polynesia,-14.4375,-146.070007,
BGMQ,JSU,Maniitsoq Airport,,Greenland,65.41246,-52.9394,
KMXA,MXA,Manila Municipal Airport,,United States,35.894444,-90.154442,
RPLL,MNL,Manila Ninoy Aquino International Airport,,Philippines,14.50864,121.019501,
YMGD,MNG,Maningrida Airport,,Australia,-12.05492,134.232269,
KMBL,MBL,Manistee County Blacker Airport,,United States,44.272598,-86.242218,
KMTW,MTW,Manitowoc County Airport,,United States,44.129723,-87.68222,
SKMZ,MZL,Manizales La Nubia Airport,,Colombia,5.029992,-75.465103,
YMJM,MJP,Manjimup Airport,,Australia,-34.265301,116.139999,
KMKT,MKT,Mankato Regional Airport,,United States,44.22361,-93.918335,
PAML,MLY,Manley Hot Springs Airport,,United States,64.988113,-150.647461,
EDFM,MHG,Mannheim City Airport,,Germany,49.472698,8.514264,
PAMB,KMO,Manokotak Airport,,United States,58.9902,-159.050003,
WAUU,MKW,Manokwari Rendani Airport,,Indonesia,-0.89183,134.049103,
FLMA,MNS,Mansa Airport,,Zambia,-11.138169,28.874895,
KMFD,MFD,Mansfield Lahm Regional Airport,,United States,40.82,-82.512779,
SEMT,MEC,Manta Eloy Alfaro International Airport,,Ecuador,-0.94607,-80.678802,
KMQI,MEO,Manteo Dare County Regional Airport,,United States,35.919167,-75.695274,
MMZO,ZLO,Manzanillo Playa de Oro International Airport,,Mexico,19.14477,-104.557999,
MUMZ,MZO,Manzanillo Sierra Maestra Airport,,Cuba,20.28817,-77.089302,
ZBMZ,NZH,Manzhouli Xijiao Airport,,China,49.566513,117.331032,
FDSK,SHO,Manzini King Mswati III International Airport,,Eswatini,-26.357668,31.717159,
FDMS,MTS,Manzini Matsapha Airport,,Eswatini,-26.528999,31.30751,
FQMA,MPM,Maputo International Airport,,Mozambique,-25.920799,32.572601,
SAZM,MDQ,Mar del Plata Astor Piazzolla International Airport,,Argentina,-37.934101,-57.573299,
SBMA,MAB,Maraba Airport,,Brazil,-5.36858,-49.138,
SVMC,MAR,Maracaibo La Chinita International Airport,,Venezuela,10.5582,-71.727798,
DRRM,MFQ,Maradi Airport,,Niger,13.5025,7.12675,
OITM,ACP,Maragheh Sahand Airport,,Iran,37.348,46.127899,
NGMK,MZK,Marakei Airport,,Kiribati,2.058707,173.271896,
SAWB,QAB,Marambio Airport,,Antarctica,-64.238701,-56.629845,
KMZJ,MZJ,Marana Pinal Airport,,United States,32.509842,-111.325302,
CYSP,YSP,Marathon Airport,,Canada,48.757214,-86.345924,
KMTH,MTH,Marathon Florida Keys Airport,,United States,24.726206,-81.050934,
SIRI,MUU,Marau Barra Grande Airport,,Brazil,-13.906001,-38.938728,
YMBL,MBB,Marble Bar Airport,,Australia,-21.162701,119.833817,
KMKY,MRK,Marco Island Airport,,United States,25.999664,-81.674171,
LTCR,MQM,Mardin Airport,,Turkey,37.223331,40.63166,
NWWR,MEE,Mare Airport,,New Caledonia,-21.4816,168.037506,
YMBA,MRG,Mareeba Airport,,Australia,-17.069201,145.419006,
KMRF,MRF,Marfa Municipal Airport,,United States,30.371111,-104.017502,
YMGT,MQZ,Margaret River Airport,,Australia,-33.930599,115.099998,
FAMG,MGH,Margate Airport,,South Africa,-30.857401,30.34301,
LJMB,MBX,Maribor Airport,,Slovenia,46.479858,15.68613,
SBMI,JMR,Marica Airport,,Brazil,-22.91847,-42.828739,
EFMA,MHQ,Mariehamn Airport,,Finland,60.1222,19.898149,
SBML,MII,Marilia Airport,,Brazil,-22.197001,-49.93,
KOAR,OAR,Marina Municipal Airport,,United States,36.6819,-121.762001,
SBMG,MGF,Maringa Regional Airport,,Brazil,-23.476299,-52.016399,
KMZZ,MZZ,Marion Municipal Airport,,United States,40.489899,-85.679703,
KMWA,MWA,Marion Williamson County Regional Airport,,United States,37.751945,-89.016388,
YALA,MRP,Marla Airport,,Australia,-27.334501,133.627701,
OOMX,OMM,Marmul Airport,,Oman,18.138243,55.180038,
FMNR,WMN,Maroantsetra Airport,,Madagascar,-15.4366,49.688332,
FKKL,MVR,Maroua Salak Airport,,Cameroon,10.45139,14.25736,
KSAW,MQT,Marquette Sawyer International Airport,,United States,46.35363,-87.395302,
GMMX,RAK,Marrakesh Menara Airport,,Morocco,31.60688,-8.0363,
YMRE,RRE,Marree Airport,,Australia,-29.663151,138.066025,
HEMA,RMF,Marsa Alam International Airport,,Egypt,25.55711,34.58371,
HEMM,MUH,Marsa Matruh International Airport,,Egypt,31.32535,27.22168,
LFML,MRS,Marseille Provence Airport,,France,43.436661,5.215,
MYAM,MHH,Marsh Harbour Airport,,Bahamas,26.5114,-77.083397,
PADM,MLL,Marshall Don Hunter Sr. Airport,,United States,61.864185,-162.026169,
KASL,ASL,Marshall Harrison County Airport,,United States,32.5205,-94.3078,
KMML,MML,Marshall Southwest Minnesota Regional Airport,,United States,44.447224,-95.817497,
KMIW,MIW,Marshalltown Municipal Airport,,United States,42.112537,-92.916039,
KMFI,MFI,Marshfield Municipal Airport,,United States,44.63459,-90.188683,
KMVY,MVY,Martha's Vineyard Airport,,United States,41.389336,-70.611816,
TFFF,FDF,Martinique Aime Cesaire International Airport,,Martinique,14.59222,-60.9963,
KMRB,MRB,Martinsburg Eastern WV Regional Airport,,United States,39.401669,-77.985001,
WBGM,MUR,Marudi Airport,,Malaysia,4.1775,114.321899,
UTAM,MYP,Mary International Airport,,Turkmenistan,37.6194,61.896702,
CYMH,YMH,Mary's Harbour Airport,,Canada,52.302799,-55.847198,
YMYB,MBH,Maryborough Airport,,Australia,-25.5133,152.714996,
KBAB,BAB,Marysville Beale Air Force Base,,United States,39.135895,-121.436424,
KMYV,MYV,Marysville Yuba County Airport,,United States,39.098057,-121.569725,
RPVJ,MBT,Masbate Moises R. Espinosa Airport,,Philippines,12.369444,123.629166,
FXMM,MSU,Maseru Moshoeshoe I International Airport,,Lesotho,-29.4622,27.5525,
OIMM,MHD,Mashhad International Airport,,Iran,36.235191,59.640968,
KMCW,MCW,Mason City Municipal Airport,,United States,43.156944,-93.329445,
GCLB,QRP,Maspalomas Airport,,Spain,27.782351,-15.507492,
LILQ,QIQ,Massa Cinquale Airport,,Italy,43.986,10.1428,
KMSS,MSS,Massena International Airport,,United States,44.935829,-74.845497,
CZMT,ZMT,Masset Airport,,Canada,54.02,-132.119995,
NZMS,MRO,Masterton Hood Airport,,New Zealand,-40.974709,175.634445,
RJOW,IWJ,Masuda Hagi Iwami Airport,,Japan,34.676388,131.790283,
CYNM,YNM,Matagami Airport,,Canada,49.761635,-77.802521,
NTGV,MVT,Mataiva Airport,,French Polynesia,-14.8694,-148.712997,
WIOM,MWK,Matak Tarempa Airport,,Indonesia,3.34812,106.258003,
NZMA,MTA,Matamata Airport,,New Zealand,-37.737049,175.741318,
MMMA,MAM,Matamoros International Airport,,Mexico,25.76989,-97.525299,
SCIP,IPC,Mataveri International Airport,,Chile,-27.1647,-109.420998,
NFNM,TVU,Matei Taveuni Airport,,Fiji,-16.6905,-179.876007,
RCMT,MFK,Matsu Beigan Airport,,Taiwan,26.223888,120.002502,
RCFG,LZN,Matsu Nangan Airport,,Taiwan,26.1597,119.958397,
RJAF,MMJ,Matsumoto Airport,,Japan,36.166752,137.922607,
RJOM,MYJ,Matsuyama Airport,,Japan,33.827221,132.699707,
KMTO,MTO,Mattoon / Charleston Coles County Memorial Airport,,United States,39.477982,-88.279648,
SVMT,MUN,Maturin International Airport,,Venezuela,9.749067,-63.1534,
SWMW,MBZ,Maues Airport,,Brazil,-3.37217,-57.7248,
WATC,MOF,Maumere Frans Seda Airport,,Indonesia,-8.64064,122.236801,
FBMN,MUB,Maun Airport,,Botswana,-19.9725,23.43108,
NTTP,MAU,Maupiti Airport,,French Polynesia,-16.4263,-152.242996,
FIMP,MRU,Mauritius Sir Seewoosagur Ramgoolam International Airport,,Mauritius,-20.430281,57.683731,
VYMM,MNU,Mawlamyine Airport,,Myanmar (Burma),16.4447,97.660698,
KMEB,MXE,Maxton Airport,,United States,34.792423,-79.369392,
MYMM,MYG,Mayaguana Airport,,Bahamas,22.37952,-73.013496,
TJMZ,MAZ,Mayaguez Eugenio María de Hostos,,Puerto Rico,18.25569,-67.148399,
CYMA,YMA,Mayo Airport,,Canada,63.616837,-135.877182,
SPMF,MZA,Mazamari Mayor Nancy Flores Paucar Airport,,Peru,-11.325631,-74.535728,
OAMS,MZR,Mazar-I-Sharif International Airport,,Afghanistan,36.706909,67.209671,
MMMZ,MZT,Mazatlan International Airport,,Mexico,23.16135,-106.265999,
FZEA,MDK,Mbandaka Airport,,Democratic Republic Of The Congo,0.022514,18.288782,
HUMA,MBQ,Mbarara Airport,,Uganda,-0.555278,30.599443,
FZWA,MJM,Mbuji Mayi Airport,,Democratic Republic Of The Congo,-6.12123,23.569,
KMLC,MLC,Mc Alester Regional,,United States,34.882401,-95.783401,
KMFE,MFE,McAllen Miller International Airport,,United States,26.175831,-98.238602,
YMHU,MCV,McArthur River Mine Airport,,Australia,-16.444483,136.075821,
KMYL,MYL,McCall Municipal Airport,,United States,44.89267,-116.103989,
KMCB,MCB,McComb Pike County Airport,,United States,31.178703,-90.472,
KMCK,MCK,McCook Ben Nelson Regional Airport,,United States,40.206268,-100.592003,
PAMC,MCG,McGrath Airport,,United States,62.952751,-155.604996,
KTKI,QQT,McKinney National Airport,,United States,33.178055,-96.590553,
KMMV,MMV,McMinnville Municipal Airport,,United States,45.194439,-123.135002,
KRNC,RNC,McMinnville Warren County Memorial Airport,,United States,35.698933,-85.843468,
NZIR,QAI,McMurdo Ice Runway,,Antarctica,-77.853889,166.468613,
NZFX,QAX,McMurdo Phoenix Airfield,,Antarctica,-77.956429,166.766663,
NZWD,QAW,McMurdo Williams Field,,Antarctica,-77.8675,167.056671,
KMQW,MQW,McRae-Helena Telfair Wheeler Airport,,United States,32.096226,-82.879791,
CYLJ,YLJ,Meadow Lake Airport,,Canada,54.125271,-108.522003,
DAAY,MZW,Mechria Airport,,Algeria,33.535381,-0.242091,
WIMM,KNO,Medan Kuala Namu International Airport,,Indonesia,3.640252,98.872971,
SKMD,EOH,Medellin Enrique Olaya Herrera Airport,,Colombia,6.219958,-75.5905,
SKRG,MDE,Medellin Jose Maria Cordova International Airport,,Colombia,6.164444,-75.422997,
KMFR,MFR,Medford Rogue Valley International Airport,,United States,42.374222,-122.873001,
CYXH,YXH,Medicine Hat Airport,,Canada,50.01889,-110.720001,
OEMA,MED,Medina Prince Mohammad bin Abdulaziz Airport,,Saudi Arabia,24.555058,39.707764,
YMEK,MKR,Meekathara Airport,,Australia,-26.610001,118.540001,
LFHM,MVV,Megeve Airport,,France,45.822281,6.649924,
VNMG,MEY,Meghauli Airport,,Nepal,27.577562,84.22937,
ENMH,MEH,Mehamn Airport,,Norway,71.02916,27.826111,
ZGMX,MXZ,Meixian Airport,,China,24.268999,116.103996,
HAMK,MQX,Mekele Alula Aba Nega Airport,,Ethiopia,13.46736,39.533459,
PAMY,MYU,Mekoryuk Airport,,United States,60.37278,-166.268051,
WAMN,MNA,Melangguane Airport,,Indonesia,4.006944,126.672997,
YMML,MEL,Melbourne Airport,,Australia,-37.665794,144.837296,
YMAV,AVV,Melbourne Avalon Airport,,Australia,-38.040394,144.467255,
